Name,Email,Email Providers,Company Name,Job Title,Number of employess,Priority Score
User_135,user_135@gmail.com,gmail,Company_46,CTO,750,0.44
User_332,user_332@gmail.com,gmail,Company_23,Manager,25,0.08
User_130,user_130@zoho.com,zoho,Company_68,CEO,1200,0.03
User_66,user_66@zoho.com,zoho,Company_58,Manager,750,0.96
User_608,user_608@gmail.com,gmail,Company_58,Founder,75,0.84
User_969,user_969@unknown.com,no_provider,Company_6,Intern,1200,0.7
User_534,user_534@yahoo.com,yahoo,Company_59,Intern,25,0.41
User_63,user_63@zoho.com,zoho,Company_52,Engineer,1200,0.17
User_111,user_111@zoho.com,zoho,Company_92,Engineer,25,0.16
User_921,user_921@gmail.com,gmail,Company_42,Founder,75,0.25
User_68,user_68@outlook.com,outlook,Company_36,Founder,1200,0.55
User_600,user_600@unknown.com,no_provider,Company_92,Manager,300,0.71
User_612,user_612@unknown.com,no_provider,Company_38,Engineer,750,0.66
User_620,user_620@zoho.com,zoho,Company_13,Intern,25,0.28
User_874,user_874@unknown.com,no_provider,Company_93,CTO,300,0.95
User_463,user_463@outlook.com,outlook,Company_53,Manager,300,0.74
User_409,user_409@zoho.com,zoho,Company_94,CEO,150,0.55
User_438,user_438@yahoo.com,yahoo,Company_86,Manager,150,0.61
User_977,user_977@outlook.com,outlook,Company_88,Engineer,25,0.42
User_94,user_94@gmail.com,gmail,Company_12,Engineer,25,0.25
User_763,user_763@yahoo.com,yahoo,Company_17,Founder,25,0.36
User_601,user_601@unknown.com,no_provider,Company_72,Manager,1200,0.76
User_126,user_126@zoho.com,zoho,Company_46,Intern,300,0.01
User_889,user_889@gmail.com,gmail,Company_37,Founder,150,0.12
User_361,user_361@gmail.com,gmail,Company_74,Founder,75,0.05
User_159,user_159@zoho.com,zoho,Company_29,CEO,150,0.04
User_866,user_866@unknown.com,no_provider,Company_48,CEO,150,0.86
User_588,user_588@outlook.com,outlook,Company_55,Founder,750,0.7
User_629,user_629@unknown.com,no_provider,Company_4,Founder,1200,0.47
User_850,user_850@yahoo.com,yahoo,Company_4,CTO,150,0.1
User_720,user_720@yahoo.com,yahoo,Company_44,Manager,25,0.49
User_186,user_186@outlook.com,outlook,Company_73,Intern,300,0.47
User_72,user_72@outlook.com,outlook,Company_95,Intern,25,0.17
User_94,user_94@unknown.com,no_provider,Company_28,Engineer,300,0.43
User_465,user_465@yahoo.com,yahoo,Company_21,Manager,150,0.4
User_739,user_739@yahoo.com,yahoo,Company_100,Founder,750,0.62
User_87,user_87@gmail.com,gmail,Company_20,CTO,750,0.64
User_51,user_51@gmail.com,gmail,Company_35,Engineer,1200,0.05
User_435,user_435@zoho.com,zoho,Company_78,Engineer,300,0.37
User_280,user_280@outlook.com,outlook,Company_97,Founder,25,0.63
User_354,user_354@zoho.com,zoho,Company_15,Manager,1200,0.5
User_695,user_695@unknown.com,no_provider,Company_63,Founder,1200,0.86
User_316,user_316@gmail.com,gmail,Company_29,Engineer,750,0.66
User_57,user_57@gmail.com,gmail,Company_27,Manager,75,0.16
User_786,user_786@outlook.com,outlook,Company_98,Manager,150,0.07
User_336,user_336@gmail.com,gmail,Company_1,Engineer,1200,0.64
User_441,user_441@outlook.com,outlook,Company_17,Engineer,750,0.03
User_721,user_721@outlook.com,outlook,Company_65,Founder,1200,0.59
User_826,user_826@yahoo.com,yahoo,Company_10,Engineer,1200,0.94
User_44,user_44@zoho.com,zoho,Company_3,Engineer,25,0.58
User_883,user_883@yahoo.com,yahoo,Company_74,Engineer,750,0.39
User_415,user_415@zoho.com,zoho,Company_38,CEO,300,0.64
User_22,user_22@yahoo.com,yahoo,Company_22,Founder,300,0.46
User_852,user_852@yahoo.com,yahoo,Company_12,Engineer,25,0.55
User_250,user_250@zoho.com,zoho,Company_76,Engineer,750,0.94
User_81,user_81@zoho.com,zoho,Company_40,Intern,150,0.39
User_227,user_227@yahoo.com,yahoo,Company_100,CTO,25,0.96
User_523,user_523@gmail.com,gmail,Company_68,Founder,75,0.91
User_928,user_928@yahoo.com,yahoo,Company_45,Intern,1200,0.2
User_835,user_835@outlook.com,outlook,Company_31,CEO,75,0.07
User_263,user_263@outlook.com,outlook,Company_23,Founder,75,0.1
User_779,user_779@gmail.com,gmail,Company_23,Intern,300,0.02
User_476,user_476@unknown.com,no_provider,Company_98,Founder,300,0.09
User_698,user_698@unknown.com,no_provider,Company_83,Intern,750,0.68
User_331,user_331@yahoo.com,yahoo,Company_20,Engineer,25,0.07
User_481,user_481@zoho.com,zoho,Company_81,Manager,150,0.32
User_606,user_606@gmail.com,gmail,Company_46,Founder,25,0.84
User_318,user_318@zoho.com,zoho,Company_58,CEO,25,0.02
User_378,user_378@yahoo.com,yahoo,Company_10,Intern,25,0.81
User_630,user_630@unknown.com,no_provider,Company_65,Engineer,300,0.28
User_595,user_595@unknown.com,no_provider,Company_95,CEO,300,0.12
User_931,user_931@unknown.com,no_provider,Company_84,CTO,150,0.7
User_620,user_620@zoho.com,zoho,Company_65,CTO,25,0.63
User_462,user_462@gmail.com,gmail,Company_44,Intern,25,0.88
User_517,user_517@outlook.com,outlook,Company_6,CTO,1200,0.74
User_449,user_449@zoho.com,zoho,Company_68,Founder,750,0.8
User_163,user_163@yahoo.com,yahoo,Company_48,Manager,300,0.28
User_419,user_419@yahoo.com,yahoo,Company_87,Founder,25,0.18
User_809,user_809@yahoo.com,yahoo,Company_9,Manager,25,0.75
User_572,user_572@zoho.com,zoho,Company_37,Manager,1200,0.81
User_873,user_873@unknown.com,no_provider,Company_20,Manager,25,0.99
User_597,user_597@outlook.com,outlook,Company_45,Manager,1200,0.41
User_716,user_716@zoho.com,zoho,Company_17,Founder,1200,0.37
User_961,user_961@gmail.com,gmail,Company_40,Founder,300,0.78
User_659,user_659@yahoo.com,yahoo,Company_17,Intern,1200,0.34
User_849,user_849@unknown.com,no_provider,Company_12,Intern,1200,0.93
User_434,user_434@unknown.com,no_provider,Company_47,CEO,150,0.86
User_317,user_317@outlook.com,outlook,Company_28,Manager,300,0.43
User_197,user_197@outlook.com,outlook,Company_18,CTO,25,0.75
User_303,user_303@gmail.com,gmail,Company_65,Founder,1200,0.75
User_905,user_905@unknown.com,no_provider,Company_5,Intern,150,0.1
User_898,user_898@unknown.com,no_provider,Company_17,Founder,300,0.9
User_158,user_158@outlook.com,outlook,Company_24,Intern,750,0.51
User_829,user_829@outlook.com,outlook,Company_93,Engineer,25,0.83
User_421,user_421@yahoo.com,yahoo,Company_87,Intern,75,0.32
User_993,user_993@zoho.com,zoho,Company_79,Manager,1200,0.9
User_803,user_803@zoho.com,zoho,Company_30,Founder,75,0.39
User_317,user_317@zoho.com,zoho,Company_25,Manager,1200,0.01
User_970,user_970@unknown.com,no_provider,Company_57,Engineer,150,0.91
